"_type","associated_parts","file_urls","files","image_urls","information","manufacturer","manufacturer_part","origin_country","overview","primary_image_url","stock_count","title","trail","unit_price","url"
"FarnellItem","ES1029E","http://www.farnell.com/datasheets/1850692.pdf","(EN)","","{""name"":""No. of Channels:"",""value"":""-""},{""name"":""Protocol:"",""value"":""-""},{""name"":""Supply Voltage Max:"",""value"":""5V""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Module Interface:"",""value"":""-""},{""name"":""Kit Features:"",""value"":""Complete Data/Fax Modem Solution Including the Controller, Data Pump and DAA""},{""name"":""Product Range:"",""value"":""-""}","MULTITECH","MT9234SMI-92.R1-SP","United States","MT9234SMI-92.R1-SP is an V.92 serial data V.34 Fax embedded analogue SocketModem, it operates at 5V. The Multi-Tech SocketModem embedded modem creates communication ready devices by integrating data/fax modem functionality into a single, Universal Socket design. The SocketModem embedded modem utilises a space efficient (1"" × 2.5"") design that allows OEMs to integrate a wide range of modem functions and speeds into any product platform. The complete ready to integrate modem dramatically reduces development time and costs for system designers. The SocketModem embedded modem complies with telecom requirements globally and can be shipped worldwide.
	


    
          
    Complete data/fax modem solution, including the controller, data pump and DAA
          
    Space efficient Universal Socket connectivity
          
    Telecom approved in more than 50 countries
          
    High speed models backward compatible with lower speeds
          
    V.44 and V.42bis data compression
          
    V.42 error correction
          
    Intelligent DAA technology detects line status
          
    10 or 11bit mode
          
    Serial or parallel interfaces
        
    
    
    
 

    
            Applications
            
            
                        Consumer Electronics, 
                    
                        Portable Devices, 
                    
                        Security, 
                    
                        Multimedia, 
                    
                        Industrial, 
                    
                        Medical","http://uk.farnell.com/productimages/large/en_GB/1871119-40.jpg","","MT9234SMI-92.R1-SP MULTITECH, V.92 Serial Data, V.34 Fax Embedded Analogue Modem","Wireless Modules & Adaptors,Communications & Networking Modules,GSM, GPRS, CDMA & HSPA Modules & Modems","","http://uk.farnell.com/multitech/mt9234smi-92-r1-sp/modem-v-92-serial-data-v-34-fax/dp/1871130"
"FarnellItem","ES1029E","http://www.farnell.com/datasheets/1850692.pdf","(EN)","","{""name"":""No. of Channels:"",""value"":""-""},{""name"":""Protocol:"",""value"":""-""},{""name"":""Supply Voltage Max:"",""value"":""5V""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Module Interface:"",""value"":""-""},{""name"":""Kit Features:"",""value"":""Complete Data/Fax Modem Solution Including the Controller, Data Pump and DAA""},{""name"":""Product Range:"",""value"":""-""}","MULTITECH","MT5692SMI-V-34-SP","United States","MT5692SMI-V-34-SP is an V.34 serial Data/Fax embedded analogue SocketModem. The Multi-Tech SocketModem embedded modem creates communication ready devices by integrating data/fax modem functionality into a single, universal socket design. The SocketModem embedded modem utilises a space efficient (1"" x 2.5"") design that allows OEMs to integrate a wide range of modem functions and speeds into any product platform. The complete ready to integrate modem dramatically reduces development time and costs for system designers. The SocketModem embedded modem complies with telecom requirements globally and can be shipped worldwide.
	


    
          
    Complete data/fax modem solution including the controller, data pump and DAA
          
    Universal Socket connectivity
          
    Telecom approved in more than 50 countries
          
    High speed models backward compatible with lower speeds
          
    V.44 and V.42bis data compression
          
    V.42 error correction
          
    Intelligent DAA technology detects line status
          
    U.S. Caller ID reporting
          
    Low power/sleep mode
          
    Flash memory for easy updates
        
    
    
    
 

    
            Applications
            
            
                        Communications & Networking, 
                    
                        Industrial, 
                    
                        Consumer Electronics, 
                    
                        Portable Devices, 
                    
                        Security, 
                    
                        Medical, 
                    
                        Sensing & Instrumentation","http://uk.farnell.com/productimages/large/en_GB/1871119-40.jpg","","MT5692SMI-V-34-SP MULTITECH, V.34 Serial Data/ Fax Embedded Analogue Modem","Wireless Modules & Adaptors,Communications & Networking Modules,GSM, GPRS, CDMA & HSPA Modules & Modems","","http://uk.farnell.com/multitech/mt5692smi-v-34-sp/modem-data-fax-speakerphone-5v/dp/1871129"
"FarnellItem","ES1029E,4093-1.5","http://www.farnell.com/datasheets/1850694.pdf","(EN)","","{""name"":""No. of Channels:"",""value"":""-""},{""name"":""Protocol:"",""value"":""-""},{""name"":""Supply Voltage Max:"",""value"":""3.3V""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Module Interface:"",""value"":""-""},{""name"":""Kit Features:"",""value"":""Modem Including Controller, Data Pump, DAA and RJ11 Connector, V.44 and V.42bis Data Compression""},{""name"":""Product Range:"",""value"":""-""}","MULTITECH","MT5656RJ-L-34.R3-SP","United States","MT5656RJ-L-34.R3-SP is an RJ embedded modem with V.34bis serial data operating at 3.3V. The RJModem embedded modem creates communication ready devices by integrating modem functionality into the most compact, integrated device. The first-of-its-kind RJ-11 form factor includes the controller, data pump, DAA and RJ-11 connector providing device manufacturers with the ability to integrate dial-up connectivity into any product design. With minimal engineering effort, the RJModem embedded modem instantly adds global communication capabilities, enhancing the end user experience and increasing product value.
	


    
          
    Complete data modem including the controller, data pump, DAA and RJ-11 connector
          
    High speed models backward compatible with lower speeds
          
    Telecom approved in more than 50 countries
          
    V.44 and V.42bis data compression
          
    V.42 error correction
          
    AT command compatible
          
    RJ-11 form factor, Global compliance, Quick to market solution
          
    Low power/sleep mode
          
    V.80 Synchronous access
          
    Board mount or remote panel mounting
        
    
    
    
 

    
            Applications
            
            
                        Communications & Networking, 
                    
                        Industrial","http://uk.farnell.com/productimages/large/en_GB/1797779-40.jpg","","MT5656RJ-L-34.R3-SP MULTITECH, MODEM, SERIAL DATA, RJ11, V.34BIS","Wireless Modules & Adaptors,Communications & Networking Modules,GSM, GPRS, CDMA & HSPA Modules & Modems","","http://uk.farnell.com/multitech/mt5656rj-l-34-r3-sp/modem-serial-data-rj11-v-34bis/dp/1797782"
"FarnellItem","ES1029E","http://www.farnell.com/datasheets/1850692.pdf","(EN)","","{""name"":""No. of Channels:"",""value"":""-""},{""name"":""Protocol:"",""value"":""-""},{""name"":""Supply Voltage Max:"",""value"":""5V""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Module Interface:"",""value"":""-""},{""name"":""Kit Features:"",""value"":""Complete Data/Fax Modem Solution, Data Pump and DAA, Space Efficient Universal Socket Connectivity""},{""name"":""Product Range:"",""value"":""-""}","MULTITECH","MT5600SMI-92.R2-SP","United States","MT5600SMI-32.R2-SP is an embedded analogue modem with V.92bis serial data and Fax, it operates at 5V. The Multi-Tech SocketModem embedded modem creates communication ready devices by integrating data/fax modem functionality into a single, Universal Socket design. The SocketModem embedded modem utilises a space efficient (1"" × 2.5"") design that allows OEMs to integrate a wide range of modem functions and speeds into any product platform. The complete ready to integrate modem dramatically reduces development time and costs for system designers. The SocketModem embedded modem complies with telecom requirements globally and can be shipped worldwide.
	


    
          
    Interchangeable communications devices
          
    Quick to market
          
    Global approvals
          
    Easy migration to future networks
          
    Complete data/fax modem solution
          
    Universal Socket connectivity
          
    Intelligent DAA technology detects line status
          
    U.S. Caller ID reporting
          
    2 wire leased line operation
        
    
    
    
 

    
            Applications
            
            
                        Industrial, 
                    
                        Medical, 
                    
                        Security, 
                    
                        Portable Devices, 
                    
                        Sensing & Instrumentation, 
                    
                        Consumer Electronics","http://uk.farnell.com/productimages/large/en_GB/1797753-40.jpg","","MT5600SMI-92.R2-SP MULTITECH, Interchangeable Socket Serial/ Fax Communication Modem","Wireless Modules & Adaptors,Communications & Networking Modules,GSM, GPRS, CDMA & HSPA Modules & Modems","","http://uk.farnell.com/multitech/mt5600smi-92-r2-sp/modem-serial-data-fax-v-92bis/dp/1797775"
"FarnellItem","ES1029E","http://www.farnell.com/datasheets/1850692.pdf","(EN)","","{""name"":""No. of Channels:"",""value"":""-""},{""name"":""Protocol:"",""value"":""-""},{""name"":""Supply Voltage Max:"",""value"":""3.3V""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Module Interface:"",""value"":""-""},{""name"":""Kit Features:"",""value"":""Complete Data/Fax Modem Solution Including the Controller, Data Pump and DAA""},{""name"":""Product Range:"",""value"":""-""}","MULTITECH","MT2492SMI-L-92-SP","United States","MT2492SMI-L-92-SP is an embedded analogue modem with V.92bis serial data only operates at 3.3V. The Multi-Tech SocketModem embedded modem creates communication ready devices by integrating data/fax modem functionality into a single, Universal Socket design. The SocketModem embedded modem utilises a space efficient (1"" × 2.5"") design that allows OEMs to integrate a wide range of modem functions and speeds into any product platform. The complete ready to integrate modem dramatically reduces development time and costs for system designers. The SocketModem embedded modem complies with telecom requirements globally and can be shipped worldwide.
	


    
          
    Interchangeable communications devices
          
    Quick to market
          
    Global approvals
          
    Easy migration to future networks
          
    Complete data modem solution
          
    Universal Socket connectivity
          
    Intelligent DAA technology detects line status
          
    U.S. Caller ID reporting
          
    2 wire leased line operation
        
    
    
    
 

    
            Applications
            
            
                        Industrial, 
                    
                        Medical, 
                    
                        Security, 
                    
                        Portable Devices, 
                    
                        Sensing & Instrumentation, 
                    
                        Consumer Electronics","http://uk.farnell.com/productimages/large/en_GB/1871119-40.jpg","","MT2492SMI-L-92-SP MULTITECH, Serial Communication Embedded Modem","Wireless Modules & Adaptors,Communications & Networking Modules,GSM, GPRS, CDMA & HSPA Modules & Modems","","http://uk.farnell.com/multitech/mt2492smi-l-92-sp/modem-data-v-92-56kbps-3-3v/dp/1871119"
"FarnellItem","ES1029E","http://www.farnell.com/datasheets/1850692.pdf","(EN)","","{""name"":""No. of Channels:"",""value"":""-""},{""name"":""Protocol:"",""value"":""-""},{""name"":""Supply Voltage Max:"",""value"":""3.3V""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Module Interface:"",""value"":""-""},{""name"":""Kit Features:"",""value"":""Complete Data/Fax Modem Solution, Data Pump and DAA, Space Efficient Universal Socket Connectivity""},{""name"":""Product Range:"",""value"":""-""}","MULTITECH","MT2492SMI-L-22-SP","United States","MT2492SMI-L-22-SP is an embedded analogue modem with V22bis serial data only operates at 3.3V. The Multi-Tech SocketModem embedded modem creates communication ready devices by integrating data/fax modem functionality into a single, Universal Socket design. The SocketModem embedded modem utilises a space efficient (1"" × 2.5"") design that allows OEMs to integrate a wide range of modem functions and speeds into any product platform. The complete ready to integrate modem dramatically reduces development time and costs for system designers. The SocketModem embedded modem complies with telecom requirements globally and can be shipped worldwide.
	


    
          
    Interchangeable communications devices
          
    Quick to market
          
    Global approvals
          
    Easy migration to future networks
          
    Complete data modem solution
          
    Universal socket connectivity
          
    Intelligent DAA technology detects line status
          
    U.S. Caller ID reporting
          
    2 wire leased line operation
        
    
    
    
 

    
            Applications
            
            
                        Industrial, 
                    
                        Medical, 
                    
                        Security, 
                    
                        Portable Devices, 
                    
                        Sensing & Instrumentation, 
                    
                        Consumer Electronics","http://uk.farnell.com/productimages/large/en_GB/1797753-40.jpg","","MT2492SMI-L-22-SP MULTITECH, Serial Communication Embedded Modem","Wireless Modules & Adaptors,Communications & Networking Modules,GSM, GPRS, CDMA & HSPA Modules & Modems","","http://uk.farnell.com/multitech/mt2492smi-l-22-sp/modem-data-v22bis-2-4kbps-3-3v/dp/1797772"
"FarnellItem","ES1029E","http://www.farnell.com/datasheets/1850692.pdf","(EN)","","{""name"":""No. of Channels:"",""value"":""-""},{""name"":""Protocol:"",""value"":""-""},{""name"":""Supply Voltage Max:"",""value"":""5V""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Module Interface:"",""value"":""-""},{""name"":""Kit Features:"",""value"":""Complete Data/Fax Modem Solution Including the Controller, Data Pump and DAA""},{""name"":""Product Range:"",""value"":""-""}","MULTITECH","MT2492SMI-92-SP","United States","MT2492SMI-92-SP is an embedded analogue modem with V.92bis serial data only operates at 5V. The Multi-Tech SocketModem embedded modem creates communication ready devices by integrating data/fax modem functionality into a single, Universal Socket design. The SocketModem embedded modem utilises a space efficient (1"" × 2.5"") design that allows OEMs to integrate a wide range of modem functions and speeds into any product platform. The complete ready to integrate modem dramatically reduces development time and costs for system designers. The SocketModem embedded modem complies with telecom requirements globally and can be shipped worldwide.
	


    
          
    Interchangeable communications devices
          
    Quick to market
          
    Global approvals
          
    Easy migration to future networks
          
    Complete data modem solution
          
    Universal Socket connectivity
          
    Intelligent DAA technology detects line status
          
    U.S. Caller ID reporting
          
    2 wire leased line operation
        
    
    
    
 

    
            Applications
            
            
                        Industrial, 
                    
                        Medical, 
                    
                        Security, 
                    
                        Portable Devices, 
                    
                        Sensing & Instrumentation, 
                    
                        Consumer Electronics","http://uk.farnell.com/productimages/large/en_GB/1871119-40.jpg","","MT2492SMI-92-SP MULTITECH, Serial Communication Embedded Modem","Wireless Modules & Adaptors,Communications & Networking Modules,GSM, GPRS, CDMA & HSPA Modules & Modems","","http://uk.farnell.com/multitech/mt2492smi-92-sp/modem-data-v-92-56kbps-5v/dp/1871120"
"FarnellItem","","http://www.farnell.com/datasheets/1884768.pdf","(EN)","","{""name"":""RF Modulation:"",""value"":""-""},{""name"":""Data Rate Max:"",""value"":""250Kbps""},{""name"":""Frequency Max:"",""value"":""2.48Hz""},{""name"":""Sensitivity dBm:"",""value"":""-104dBm""},{""name"":""Supply Voltage Min:"",""value"":""3V""},{""name"":""Supply Voltage Max:"",""value"":""3.6V""},{""name"":""Module Interface:"",""value"":""SPI""},{""name"":""Supply Current:"",""value"":""140mA""},{""name"":""Product Range:"",""value"":""-""}","MICROCHIP","MRF24J40ME-I/RM","United States","","http://uk.farnell.com/productimages/large/en_US/46Y7937-40.jpg","1","MRF24J40ME-I/RM MICROCHIP, RF TRANSCEIVER MODULE, 2.4GHZ, 19DBM","Wireless Modules & Adaptors,RF Modules,RF Transceivers - 2.4GHz & Above ISM Band","1446","http://uk.farnell.com/microchip/mrf24j40me-i-rm/rf-transceiver-module-2-4ghz-19dbm/dp/2500176"
"FarnellItem","1120,ES1029E","http://www.farnell.com/datasheets/1850714.pdf","(EN)","","{""name"":""Module Applications:"",""value"":""-""},{""name"":""Data Rate:"",""value"":""230Kbps""},{""name"":""Module Interface:"",""value"":""-""},{""name"":""Product Range:"",""value"":""-""}","MULTITECH","MT100SEM-IP-SP","United States","MT100SEM-IP-SP is an intelligent serial to Ethernet device server with 5V. The SocketEthernet IP device server connects serial devices to an IP network via a 10/100BaseT Ethernet interface. It enables you to build IP networking into virtually any device allowing remote monitoring, control and configuration. The space efficient communications device utilises Multi-Tech's universal socket design, integrates our intelligent universal IP stack and can make your existing and next generation device, machine or system, IP-ready while you focus on developing it's core features.
	


    
          
    Complete serial to Ethernet connectivity solution
          
    Serial interface supports DTE speeds to 230Kbps
          
    Universal socket connectivity
          
    Intelligent universal IP stack for enhanced M2M functionality
          
    LED driver outputs for visual monitoring of speed, link, activity, collision and duplex mode
          
    10/100BaseT auto sensing Ethernet or configurable for 10MB, 100MB, half-duplex or full-duplex
          
    Models with medical/high voltage isolation (EN60601)
          
    AT command compatible
          
    Flash memory to update firmware with the latest enhancements
        
    
    
    
 

    
            Applications
            
            
                        Industrial, 
                    
                        Medical, 
                    
                        Security, 
                    
                        Portable Devices, 
                    
                        Sensing & Instrumentation, 
                    
                        Consumer Electronics","http://uk.farnell.com/productimages/large/en_GB/1871117-40.jpg","","MT100SEM-IP-SP MULTITECH, MOD, DEVICE SERVER, SERIAL TO ENET","Wireless Modules & Adaptors,Communications & Networking Modules,Ethernet Modules & POE","","http://uk.farnell.com/multitech/mt100sem-ip-sp/mod-device-server-serial-to-enet/dp/1871117"
"FarnellItem","AC164143,MRF24J40-I/ML,MRF24J40MA-I/RM","http://www.farnell.com/datasheets/1506146.pdf","(EN)","http://uk.farnell.com/productimages/large/en_GB/1971845-500.jpg","{""name"":""Data Rate:"",""value"":""250Kbps""},{""name"":""Supply Voltage Min:"",""value"":""2.7V""},{""name"":""Supply Voltage Max:"",""value"":""3.6V""},{""name"":""Product Range:"",""value"":""-""}","MICROCHIP","MRF24J40MC-I/RM","United States","The MRF24J40MC-I/RM is a 2.4GHz, IEEE 802.15.4 RF transceiver module with PA/LNA and external antenna connector intended for longer range applications. This module has an integrated crystal, internal voltage regulator, matching circuitry, power amplifier and low noise amplifier (LNA) with 50ohm external antenna connector. The MRF24J40MA module operates in the non licensed 2.4GHz frequency band and is FCC, IC and ETSI compliant. It is compatible with Microchip's ZigBee, MiWi and MiWi P2P software stacks. Each software stack is available as a free download, including source code from the Microchip.
	


    
          
    2.4GHz IEEE 802.15.4 transceiver module
          
    Simple four wire SPI interface to PIC microcontroller
          
    Integrated PA/LNA with transmitter power +20dBm to +23dBm , receiver sensitivity -108dBm
          
    Hardware CSMA-CA mechanism and automatic ACK response
          
    Hardware security engine (AES128)
          
    Automatic packet retransmit capable
          
    Independent beacon, transmit and GTS FIFO
          
    Supports all CCA modes and RSS/LQI
          
    Supports encryption and decryption for MAC sub layer and upper layer
          
    Small size (22.9mm x 33.0mm) and surface mountable
        
    
    
    
 

    
            Applications
            
            
                        Communications & Networking, 
                    
                        Wireless, 
                    
                        Consumer Electronics, 
                    
                        Security, 
                    
                        Building Automation, 
                    
                        Metering, 
                    
                        Sensing & Instrumentation, 
                    
                        Automation & Process Control","http://uk.farnell.com/productimages/large/en_GB/1971845-40.jpg","","MRF24J40MC-I/RM MICROCHIP, Transceiver Module, 2.4Ghz, IEEE 802.15.4, 12","Wireless Modules & Adaptors,Communications & Networking Modules,Zigbee Modules / XBee","","http://uk.farnell.com/microchip/mrf24j40mc-i-rm/trx-2-4ghz-ieee-802-15-4-12module/dp/1971845"
"FarnellItem","100003000,ANT-24G-HL90-SMA,ANT-24G-WHJ-SMA","http://www.farnell.com/datasheets/146665.pdf","(EN)","","{""name"":""Module Applications:"",""value"":""-""},{""name"":""MCU Supported Families:"",""value"":""JN5139""},{""name"":""Wireless Protocol:"",""value"":""IEEE 802.15.4""},{""name"":""Data Rate:"",""value"":""-""},{""name"":""Module Interface:"",""value"":""Serial, SPI, UART""},{""name"":""Supply Voltage Min:"",""value"":""2.7V""},{""name"":""Supply Voltage Max:"",""value"":""3.6V""},{""name"":""Product Range:"",""value"":""-""}","JENNIC","JN5139-Z01-M00R1T","China","The JN5139-Z01-M00R1T is zigbee module with integrated antenna belongs to JN5139-xxx-Myy IEEE802.15.4/ZigBee Module family is a range of surface-mount modules that enables users to implement systems using JenNet networking stack with minimum time-to-market and at the lowest cost. They remove the need for expensive and lengthy development of custom RF board designs and test suites. They use JN5139 wireless microcontroller to provide a comprehensive solution with high radio performance and all RF components are included. All that is required to develop and manufacture wireless control or sensing products is to connect a power supply and peripherals such as switches, actuators and sensors which simplifies product development. The JN5139 uses hardware MAC and highly secure AES encryption accelerators for low power and minimum processor overhead. Integrated sleep oscillator and power saving facilities are provided, giving low system power consumption.
	


    
          
    2.4GHz IEEE802.15.4 compliant
          
    2.7-3.6V operation
          
    Sleep current (with active sleep timer) 2.6µA
          
    On-board antenna with receiver sensitivity -96dBm
          
    TX power +2.5dBm, TX current 37mA, RX current 37mA
          
    16MHz 32-bit RISC CPU
          
    4-input 12-bit ADC, 2 11-bit DACs, 2 comparators, temperature sensor
          
    21 GPIO
          
    Micro miniature module solutions
          
    Ready to use in products
        
    
    
    
 

    
            Applications
            
            
                        Wireless, 
                    
                        RF Communications, 
                    
                        Building Automation, 
                    
                        Hobby & Education, 
                    
                        Industrial","http://uk.farnell.com/productimages/large/en_GB/150017507-40.jpg","","JN5139-Z01-M00R1T JENNIC, ZIGBEE MODULE, 2.4GHZ, UART, CER ANT","Wireless Modules & Adaptors,Communications & Networking Modules,Zigbee Modules / XBee","","http://uk.farnell.com/jennic/jn5139-z01-m00r1t/zigbee-module-2-4ghz-uart-cer/dp/1500175"
"FarnellItem","","http://www.farnell.com/datasheets/1600131.pdf","(EN)","","{""name"":""Protocol:"",""value"":""NMEA""},{""name"":""Supply Voltage Min:"",""value"":""1.71V""},{""name"":""Supply Voltage Max:"",""value"":""1.89V""},{""name"":""No. of Channels:"",""value"":""32Channels""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Position Accuracy:"",""value"":""3m""},{""name"":""Module Interface:"",""value"":""I2C, JTAG, SPI, UART""},{""name"":""Product Range:"",""value"":""-""}","FASTRAX","IT600","Finland","","http://uk.farnell.com/productimages/large/en_GB/2113848-40.jpg","","IT600 FASTRAX, GPS MODULE, STA8088FGB, 32 CH, SPI","Wireless Modules & Adaptors,Communications & Networking Modules,GPS Modules & Receivers","","http://uk.farnell.com/fastrax/it600/gps-module-sta8088fgb-32-ch-spi/dp/2113848"
"FarnellItem","","http://www.farnell.com/datasheets/1600132.pdf","(EN)","","{""name"":""Protocol:"",""value"":""NMEA""},{""name"":""Supply Voltage Min:"",""value"":""2.8V""},{""name"":""Supply Voltage Max:"",""value"":""4.2V""},{""name"":""No. of Channels:"",""value"":""88Channels""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Position Accuracy:"",""value"":""1.8m""},{""name"":""Module Interface:"",""value"":""UART""},{""name"":""Product Range:"",""value"":""-""}","FASTRAX","IT520","Finland","","http://uk.farnell.com/productimages/large/en_GB/2113847-40.jpg","","IT520 FASTRAX, GPS MODULE, MT3329, UART, MCX CONN","Wireless Modules & Adaptors,Communications & Networking Modules,GPS Modules & Receivers","","http://uk.farnell.com/fastrax/it520/gps-module-mt3329-uart-mcx-conn/dp/2113847"
"FarnellItem","","http://www.farnell.com/datasheets/1600135.pdf","(EN)","","{""name"":""Protocol:"",""value"":""NMEA""},{""name"":""Supply Voltage Min:"",""value"":""2.8V""},{""name"":""Supply Voltage Max:"",""value"":""4.2V""},{""name"":""No. of Channels:"",""value"":""88Channels""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Position Accuracy:"",""value"":""1.8m""},{""name"":""Module Interface:"",""value"":""Serial""},{""name"":""Product Range:"",""value"":""-""}","FASTRAX","IT500","Finland","","http://uk.farnell.com/productimages/large/en_GB/2113838-40.jpg","","IT500 FASTRAX, GPS MODULE, RECEIVER, MT3329, 88 CH","Wireless Modules & Adaptors,Communications & Networking Modules,GPS Modules & Receivers","","http://uk.farnell.com/fastrax/it500/gps-module-receiver-mt3329-88/dp/2113838"
"FarnellItem","","http://www.farnell.com/datasheets/1625182.pdf","(EN)","","{""name"":""Protocol:"",""value"":""NMEA, SiRF Binary""},{""name"":""Supply Voltage Min:"",""value"":""1.71V""},{""name"":""Supply Voltage Max:"",""value"":""1.89V""},{""name"":""No. of Channels:"",""value"":""48Channels""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Position Accuracy:"",""value"":""2.5m""},{""name"":""Module Interface:"",""value"":""I2C, SPI, UART""},{""name"":""Product Range:"",""value"":""-""}","FASTRAX","IT430","Finland","","http://uk.farnell.com/productimages/large/en_GB/2113846-40.jpg","","IT430 FASTRAX, GPS MODULE, SIRFSTARIV, 48 CHANNEL","Wireless Modules & Adaptors,Communications & Networking Modules,GPS Modules & Receivers","","http://uk.farnell.com/fastrax/it430/gps-module-sirfstariv-48-channel/dp/2113846"
"FarnellItem","NV08C-CSM,A2035H,A2200A,ADA-SMT18184,ADA-SMT25254","","","","{""name"":""Protocol:"",""value"":""NMEA, SiRF Binary""},{""name"":""Supply Voltage Min:"",""value"":""3V""},{""name"":""Supply Voltage Max:"",""value"":""3.6V""},{""name"":""No. of Channels:"",""value"":""12Channels""},{""name"":""Frequency RF:"",""value"":""-""},{""name"":""Position Accuracy:"",""value"":""1.8m""},{""name"":""Module Interface:"",""value"":""Serial""},{""name"":""Product Range:"",""value"":""-""}","FASTRAX","IT321","South Korea","The IT321 is a state of the art GPS receiver module based on the SiRFstarIII. GSC3LT single chip combined with SiRF ROM code. This tiny GPS receiver provides low power consumption and very fast time-to-first-fix together with weak signal acquisition and extremely demanding tracking capability to meet even the most stringent performance requirements on the market. Fastrax IT321 is an ideal solution for applications with high performance requirements as well as small space and low power consumption requirements. The Fastrax IT321 GPS receiver has one power supply, ON/OFF-control, 1 UART, 1PPS and 2 configuration I/O's that allow the user to configure which firmware version to use.
	


    
          
    SiRFstarIII single chip
          
    20 channels
          
    Very low power consumption 90mW at 3.3V
          
    One power supply, no battery back-up
          
    ON/OFF control
          
    Ultra high sensitivity of -159dBm
          
    ROM based firmware
          
    Very small form factor of 10.4 x 14.0 x 2.3mm
        
    
    
    
 

    
            Applications
            
            
                        Portable Devices, 
                    
                        Communications & Networking, 
                    
                        Consumer Electronics","http://uk.farnell.com/productimages/large/en_GB/1656887-40.jpg","","IT321 FASTRAX, GPS MODULE, SIRFSTARIII, 20 CH","Wireless Modules & Adaptors,Communications & Networking Modules,GPS Modules & Receivers","","http://uk.farnell.com/fastrax/it321/gps-module-sirfstariii-20-ch/dp/1656887"
"FarnellItem","","http://www.farnell.com/datasheets/480786.pdf","(EN)","","{""name"":""RF Modulation:"",""value"":""-""},{""name"":""Data Rate Max:"",""value"":""-""},{""name"":""Frequency Max:"",""value"":""-""},{""name"":""Sensitivity dBm:"",""value"":""-""},{""name"":""Supply Voltage Min:"",""value"":""-""},{""name"":""Supply Voltage Max:"",""value"":""-""},{""name"":""Module Interface:"",""value"":""-""},{""name"":""Supply Current:"",""value"":""-""},{""name"":""Product Range:"",""value"":""-""}","RF SOLUTIONS","ISBN 0-9537231-0-0","Great Britain","Aimed at the practical engineer, this book concentrates on discussing theoretical matters in an easy to understand manner, allowing system design decisions to be made which will result in functional and reliable designs with low power radio. Subjects covered include: the basic principles of radio wave propagation, modulation and reception, investigation into the methods to encode and decode data. Hints and tips are given as to the best techniques for different application. Practical radio data systems are covered including design of 'aerial' and 'PCB layout', selection of various low power radio data modules and review of encoding techniques.
	
    
            Applications
            
            
                        Wireless","http://uk.farnell.com/productimages/large/en_GB/42418680.jpg","","ISBN 0-9537231-0-0 RF SOLUTIONS, BOOK, INTRODUCTION TO LOW PWR RADIO","Wireless Modules & Adaptors,RF Modules,RF Transceivers - 2.4GHz & Above ISM Band","","http://uk.farnell.com/rf-solutions/isbn-0-9537231-0-0/book-introduction-to-low-pwr-radio/dp/3290554"
"FarnellItem","ES1029E","http://www.farnell.com/datasheets/1303090.pdf","(EN)","http://uk.farnell.com/productimages/large/en_GB/1878290-500.jpg","{""name"":""RF Modulation:"",""value"":""FSK""},{""name"":""Data Rate Max:"",""value"":""-""},{""name"":""Frequency Max:"",""value"":""868MHz""},{""name"":""Sensitivity dBm:"",""value"":""-117dBm""},{""name"":""Supply Voltage Min:"",""value"":""2.4V""},{""name"":""Supply Voltage Max:"",""value"":""3.6V""},{""name"":""Transmit Power:"",""value"":""-""},{""name"":""Module Interface:"",""value"":""UART""},{""name"":""Supply Current:"",""value"":""-""},{""name"":""RF Transceiver Applications:"",""value"":""-""},{""name"":""Product Range:"",""value"":""-""}","QUASAR","HM-TRP868D","China","","http://uk.farnell.com/productimages/large/en_GB/1878290-40.jpg","","HM-TRP868D QUASAR, RF MODULE, TRANSCEIVER, FSK, 868MHZ","Wireless Modules & Adaptors,RF Modules,RF Transceivers - Sub 2.4GHz ISM Band","","http://uk.farnell.com/quasar/hm-trp868d/rf-module-transceiver-fsk-868mhz/dp/1878290"
